ID,LASTNAME,FIRSTNAME,STATE,PHONE,EMAIL,GRADYEAR,GPA,PROGRAM,NEWSLETTER
729817,Shepard, Bernadette, New York, (212) 555-7161, bshepard@alumni.rouxacademy.com,2009,2.68, Photography, NO
516280,Maldonado, Riva, North Carolina, (336) 555-9182, rmaldonado@alumni.rouxacademy.com,2004,2.76, Fashion and Textile Design, YES
102226,Freeman, Jana, Arkansas, (870) 555-4424, jfreeman@alumni.rouxacademy.com,2005,2.33, Fine Art and Visual Culture, YES
919719,Allen, Roger, Arkansas, (501) 555-0660, rallen@alumni.rouxacademy.com,2009,3.44, Animation, YES
914092,Noel, Ashley, Minnesota, (651) 555-9345, anoel@alumni.rouxacademy.com,2004,2.99, Graphic Design, YES
262030,Foster, Francisca, Wisconsin, (608) 555-2483, ffoster@alumni.rouxacademy.com,2003,2.35, Animation, YES
288087,Wiggins, Jeri, Maryland, (240) 555-7306, jwiggins2@alumni.rouxacademy.com,2002,3, Graphic Design, NO
203336,Fleming, Carolin, South Carolina, (864) 555-8578, cfleming@alumni.rouxacademy.com,2007,2.25, Photography, NO
181391,Bailey, Alyson, Washington, (206) 555-3612, abailey3@alumni.rouxacademy.com,2010,3.18, Fashion and Textile Design, YES
746477,Bond, Madelaine, Illinois, (618) 555-4729, mbond@alumni.rouxacademy.com,2002,2.09, Animation, NO
280992,Kent, Leoma, North Carolina, (910) 555-3149, lkent@alumni.rouxacademy.com,2011,3.63, Graphic Design, YES
3757,Finch, Hong, Florida, (954) 555-5125, hfinch@alumni.rouxacademy.com,2000,2.48, Animation, YES
63902,Boyd, Gilberto, Illinois, (708) 555-3941, gboyd@alumni.rouxacademy.com,2000,3.04, Photography, NO
241973,Greene, Johnette, Connecticut, (475) 555-5601, jgreene2@alumni.rouxacademy.com,2006,2.23, Fashion and Textile Design, YES
104709,Medina, Lorenzo, Ohio, (330) 555-1247, lmedina@alumni.rouxacademy.com,2004,3.88, Graphic Design, NO
647241,Clark, Darren, New Jersey, (201) 555-0915, dclark@alumni.rouxacademy.com,2006,2.23, Photography, YES
612538,Hughes, Maud, Florida, (239) 555-3753, mhughes2@alumni.rouxacademy.com,2005,3.42, Animation, YES
84231,Walter, Greta, New Jersey, (609) 555-4348, gwalter@alumni.rouxacademy.com,2004,2.1, Fine Art and Visual Culture, NO
936151,Acevedo, Sharita, Virginia, (434) 555-6784, sacevedo@alumni.rouxacademy.com,2003,2.19, Fine Art and Visual Culture, YES
960988,Reyes, Virgil, California, (714) 555-4936, vreyes@alumni.rouxacademy.com,2009,2.91, Animation, NO
40439,Huber, Jake, West Virginia, (681) 555-9539, jhuber2@alumni.rouxacademy.com,2001,2.31, Photography, NO
856905,Stein, Sona, Connecticut, (203) 555-3198, sstein@alumni.rouxacademy.com,2007,2.98, Photography, NO
383660,Wiley, Katrice, Oklahoma, (918) 555-2881, kwiley@alumni.rouxacademy.com,2001,2.56, Graphic Design, YES
809705,Payne, China, Arizona, (480) 555-3003, cpayne@alumni.rouxacademy.com,2007,2.55, Fine Art and Visual Culture, YES
548851,Suarez, Katheleen, Kansas, (785) 555-4660, ksuarez@alumni.rouxacademy.com,2004,2.64, Fashion and Textile Design, NO
145866,Willis, Lynell, Montana, (406) 555-6942, lwillis2@alumni.rouxacademy.com,2000,3.54, Photography, YES
910418,Hester, Jonathon, Michigan, (989) 555-8562, jhester3@alumni.rouxacademy.com,2006,2.1, Fashion and Textile Design, YES
770717,Hale, Leeanne, South Carolina, (843) 555-4319, lhale@alumni.rouxacademy.com,2000,2.77, Photography, YES
91885,Moreno, Linsey, Oklahoma, (405) 555-8072, lmoreno2@alumni.rouxacademy.com,2007,3.23, Fashion and Textile Design, NO
285199,Luna, Gianna, California, (442) 555-5288, gluna@alumni.rouxacademy.com,2010,3.77, Fashion and Textile Design, YES
387069,Hartman, Esta, Pennsylvania, (215) 555-0554, ehartman@alumni.rouxacademy.com,2006,3.18, Fine Art and Visual Culture, NO
843931,Parker, Noella, Michigan, (810) 555-8751, nparker@alumni.rouxacademy.com,2008,2.27, Photography, NO
111283,Shelton, Celestina, New York, (845) 555-4252, cshelton@alumni.rouxacademy.com,2002,3.73, Fashion and Textile Design, NO
850691,Russo, Elin, Tennessee, (931) 555-6274, erusso@alumni.rouxacademy.com,2006,3.72, Graphic Design, NO
711820,Murray, Keeley, New York, (718) 555-7290, kmurray@alumni.rouxacademy.com,2006,3.61, Graphic Design, NO
605152,Mullen, Kelsi, Pennsylvania, (724) 555-1077, kmullen@alumni.rouxacademy.com,2011,2.14, Animation, YES
505071,Velasquez, Willie, Texas, (956) 555-1012, wvelasquez@alumni.rouxacademy.com,2001,3.32, Fine Art and Visual Culture, YES
319237,Phillips, Harriet, Texas, (979) 555-7462, hphillips@alumni.rouxacademy.com,2006,2.07, Fashion and Textile Design, YES
800612,Mccormick, Jazmin, Pennsylvania, (814) 555-4938, jmccormick@alumni.rouxacademy.com,2006,3.13, Fine Art and Visual Culture, YES
790818,Mills, Orville, New Jersey, (848) 555-6222, omills@alumni.rouxacademy.com,2002,3.46, Fashion and Textile Design, YES
966842,Jones, Gricelda, Alabama, (334) 555-3855, gjones@alumni.rouxacademy.com,2004,3.8, Graphic Design, YES
523290,Walsh, Aaron, Florida, (386) 555-3945, awalsh@alumni.rouxacademy.com,2010,2.79, Photography, YES
128821,Moss, Clemente, Georgia, (678) 555-3855, cmoss2@alumni.rouxacademy.com,2010,3.95, Fine Art and Visual Culture, NO
494909,Tyler, Zella, California, (916) 555-3359, ztyler@alumni.rouxacademy.com,2001,3.29, Graphic Design, NO
704984,Farley, Grover, Tennessee, (615) 555-1528, gfarley@alumni.rouxacademy.com,2010,3.22, Photography, YES
259960,Montoya, Hilario, South Dakota, (605) 555-4296, hmontoya@alumni.rouxacademy.com,2004,2.56, Fashion and Textile Design, NO
263006,Salinas, Mariano, New Jersey, (856) 555-0393, msalinas2@alumni.rouxacademy.com,2001,2.06, Animation, YES
222654,Moody, Suzanna, Tennessee, (901) 555-8238, smoody@alumni.rouxacademy.com,2004,3.06, Fine Art and Visual Culture, YES
349425,Leonard, Alyce, Michigan, (231) 555-0346, aleonard@alumni.rouxacademy.com,2009,2.93, Fashion and Textile Design, NO
894726,Figueroa, Garland, Virginia, (571) 555-8084, gfigueroa@alumni.rouxacademy.com,2001,3.31, Photography, NO
807696,Shaffer, Jarred, Pennsylvania, (215) 555-0577, jshaffer@alumni.rouxacademy.com,2001,3.42, Fine Art and Visual Culture, YES
71151,Love, Olivia, Florida, (305) 555-5246, olove@alumni.rouxacademy.com,2001,2.9, Animation, YES
131198,Reyes, Lashaunda, Texas, (214) 555-2416, lreyes@alumni.rouxacademy.com,2009,3.77, Fashion and Textile Design, NO
419876,Baird, Florance, Missouri, (314) 555-9029, fbaird@alumni.rouxacademy.com,2001,2.5, Fine Art and Visual Culture, NO
391091,Gallegos, Rodger, Iowa, (563) 555-9313, rgallegos@alumni.rouxacademy.com,2007,3.8, Fine Art and Visual Culture, YES
682866,Snow, Julie, Oregon, (503) 555-5130, jsnow@alumni.rouxacademy.com,2004,3.73, Photography, YES
326460,Mendez, Treena, Arkansas, (870) 555-0524, tmendez@alumni.rouxacademy.com,2006,2.63, Fashion and Textile Design, YES
135494,Hodges, Beatriz, Missouri, (660) 555-9170, bhodges@alumni.rouxacademy.com,2008,3.3, Fashion and Textile Design, NO
636772,Sargent, Annemarie, Tennessee, (615) 555-8545, asargent@alumni.rouxacademy.com,2000,2.65, Photography, NO
426214,Sawyer, Cythia, New Jersey, (609) 555-8986, csawyer@alumni.rouxacademy.com,2007,2.14, Animation, NO
288379,Walters, Ghislaine, California, (760) 555-1188, gwalters@alumni.rouxacademy.com,2011,2.14, Fashion and Textile Design, YES
33190,Oliver, Karrie, Illinois, (872) 555-0992, koliver@alumni.rouxacademy.com,2007,3.04, Graphic Design, NO
25007,Moon, Lilian, Oregon, (971) 555-9607, lmoon@alumni.rouxacademy.com,2001,2.38, Animation, YES
303449,Mercado, Dakota, Washington, (509) 555-2833, dmercado@alumni.rouxacademy.com,2004,2.73, Photography, NO
705822,Osborn, Kimi, Utah, (385) 555-9696, kosborn@alumni.rouxacademy.com,2007,2.86, Fine Art and Visual Culture, YES
645027,Jenkins, Ollie, West Virginia, (681) 555-5138, ojenkins@alumni.rouxacademy.com,2010,3.35, Animation, YES
526007,Moss, Le, California, (916) 555-3628, lmoss2@alumni.rouxacademy.com,2008,3.76, Fashion and Textile Design, NO
768087,Huber, Rickie, New York, (607) 555-9636, rhuber@alumni.rouxacademy.com,2008,3.64, Animation, YES
170733,Craft, Elodia, Michigan, (269) 555-0621, ecraft@alumni.rouxacademy.com,2008,3.99, Animation, YES
433230,Cunningham, Lynda, Tennessee, (423) 555-4848, lcunningham@alumni.rouxacademy.com,2001,3.6, Fashion and Textile Design, YES
235320,Diaz, Jaye, California, (510) 555-5428, jdiaz3@alumni.rouxacademy.com,2007,2.99, Animation, NO
839784,Moreno, Janis, Minnesota, (612) 555-5178, jmoreno@alumni.rouxacademy.com,2007,2.38, Graphic Design, YES
265557,Carson, Jamila, Colorado, (970) 555-0717, jcarson@alumni.rouxacademy.com,2005,3.94, Animation, NO
340385,Evans, Carmella, Indiana, (765) 555-9564, cevans2@alumni.rouxacademy.com,2004,3.28, Fine Art and Visual Culture, NO
145628,Shaw, Chassidy, Illinois, (309) 555-2759, cshaw2@alumni.rouxacademy.com,2005,2.86, Animation, NO
53615,Santiago, Joella, Florida, (754) 555-5037, jsantiago@alumni.rouxacademy.com,2010,3.54, Graphic Design, NO
537657,Mitchell, Rochelle, Nevada, (775) 555-8229, rmitchell@alumni.rouxacademy.com,2009,3.09, Fine Art and Visual Culture, NO
381350,Hale, Traci, Virginia, (276) 555-8902, thale@alumni.rouxacademy.com,2005,2.41, Animation, YES
128908,Avila, Eda, Virginia, (276) 555-2534, eavila@alumni.rouxacademy.com,2008,3.49, Photography, NO
172521,Gillespie, Dong, Texas, (940) 555-8196, dgillespie@alumni.rouxacademy.com,2011,3.49, Photography, NO
895770,Richards, Paige, Missouri, (417) 555-0324, prichards@alumni.rouxacademy.com,2004,2.02, Fine Art and Visual Culture, NO
458369,Kline, Kisha, Illinois, (618) 555-4103, kkline@alumni.rouxacademy.com,2002,3.59, Photography, NO
868489,Fitzpatrick, Cleta, Maryland, (410) 555-6577, cfitzpatrick@alumni.rouxacademy.com,2003,3.05, Photography, YES
185397,Green, Weston, Michigan, (906) 555-8144, wgreen@alumni.rouxacademy.com,2011,2.45, Animation, NO
277601,Terry, Shelli, California, (559) 555-6374, sterry2@alumni.rouxacademy.com,2009,2.58, Graphic Design, NO
546850,Ewing, Shonta, Virginia, (571) 555-9553, sewing@alumni.rouxacademy.com,2002,2.74, Photography, NO
275440,Pratt, Annita, North Carolina, (980) 555-4342, apratt@alumni.rouxacademy.com,2007,3.59, Photography, YES
348406,Mcgowan, Shenita, Florida, (321) 555-4182, smcgowan@alumni.rouxacademy.com,2001,3.38, Photography, YES
656287,Stevenson, Van, Florida, (305) 555-2060, vstevenson@alumni.rouxacademy.com,2011,2.92, Fashion and Textile Design, YES
665265,Barrett, Bao, Iowa, (319) 555-2219, bbarrett@alumni.rouxacademy.com,2003,3.45, Fashion and Textile Design, NO
734821,Flynn, Tierra, Arkansas, (501) 555-1611, tflynn@alumni.rouxacademy.com,2010,2.18, Photography, NO
337661,Mcdaniel, Reginald, West Virginia, (304) 555-9286, rmcdaniel2@alumni.rouxacademy.com,2002,2.34, Graphic Design, NO
641539,Kent, Candi, Illinois, (618) 555-3770, ckent@alumni.rouxacademy.com,2008,2.96, Fashion and Textile Design, YES
605728,Campbell, Bruno, Indiana, (219) 555-4116, bcampbell@alumni.rouxacademy.com,2004,3.81, Fashion and Textile Design, YES
326817,Rodriguez, Corrie, Utah, (385) 555-4627, crodriguez@alumni.rouxacademy.com,2000,2.85, Graphic Design, YES
462063,Gamble, Emmitt, Pennsylvania, (215) 555-8515, egamble@alumni.rouxacademy.com,2008,3.23, Graphic Design, YES
750943,Nieves, Toney, Washington, (360) 555-5747, tnieves@alumni.rouxacademy.com,2006,3.59, Photography, NO
635326,Haney, Dolores, New Jersey, (862) 555-5568, dhaney@alumni.rouxacademy.com,2008,2.48, Fine Art and Visual Culture, NO
443843,Dotson, Lavona, Georgia, (470) 555-8883, ldotson@alumni.rouxacademy.com,2002,3.23, Fine Art and Visual Culture, NO
548535,Dickson, Faith, Kansas, (316) 555-2127, fdickson@alumni.rouxacademy.com,2008,3.97, Photography, YES
909450,Blevins, Angelika, Minnesota, (651) 555-1356, ablevins@alumni.rouxacademy.com,2010,2.46, Fine Art and Visual Culture, NO
185100,Patrick, Andrew, Maryland, (301) 555-6845, apatrick2@alumni.rouxacademy.com,2006,3.52, Fashion and Textile Design, YES
987041,Weeks, Christene, Virginia, (804) 555-5628, cweeks2@alumni.rouxacademy.com,2011,3.93, Fashion and Textile Design, YES
758542,Barber, Liz, Pennsylvania, (724) 555-6166, lbarber@alumni.rouxacademy.com,2004,3.97, Animation, YES
47249,Levy, Gloria, Georgia, (678) 555-5315, glevy@alumni.rouxacademy.com,2000,3.44, Animation, YES
249362,Cunningham, Neoma, Nebraska, (308) 555-5412, ncunningham@alumni.rouxacademy.com,2003,3.79, Graphic Design, YES
897389,Mathews, Renea, California, (714) 555-6749, rmathews@alumni.rouxacademy.com,2004,3.48, Fashion and Textile Design, YES
770703,Randolph, Jerald, South Carolina, (803) 555-7624, jrandolph2@alumni.rouxacademy.com,2011,3.16, Graphic Design, YES
969665,Russell, Jan, Illinois, (847) 555-8512, jrussell@alumni.rouxacademy.com,2011,3.17, Fine Art and Visual Culture, NO
554028,Barr, Stepanie, North Carolina, (336) 555-4853, sbarr@alumni.rouxacademy.com,2011,2.24, Graphic Design, YES
518782,Rice, Florencia, Virginia, (571) 555-7083, frice@alumni.rouxacademy.com,2008,2.93, Photography, NO
503448,Landry, Alesha, Rhode Island, (401) 555-3367, alandry2@alumni.rouxacademy.com,2010,3.49, Photography, YES
681795,Gallegos, Rene, Indiana, (260) 555-9822, rgallegos2@alumni.rouxacademy.com,2008,3.94, Photography, YES
93548,Dyer, Celina, Alabama, (938) 555-4613, cdyer3@alumni.rouxacademy.com,2009,3.87, Photography, NO
182430,Mann, Marty, Florida, (850) 555-9786, mmann@alumni.rouxacademy.com,2003,2.53, Fashion and Textile Design, YES
474105,Park, Virginia, Alabama, (256) 555-0844, vpark@alumni.rouxacademy.com,2009,2.06, Graphic Design, NO
826528,Alexander, Albertine, Michigan, (313) 555-6022, aalexander2@alumni.rouxacademy.com,2005,2.92, Photography, NO
125367,Joseph, Magen, New Jersey, (856) 555-3408, mjoseph@alumni.rouxacademy.com,2002,3.63, Photography, YES
79285,Gibson, Patti, Ohio, (513) 555-2697, pgibson@alumni.rouxacademy.com,2011,3.78, Graphic Design, NO
489932,Hurst, Darron, Pennsylvania, (412) 555-7944, dhurst@alumni.rouxacademy.com,2010,3.7, Photography, NO
816141,Chase, Elene, Nebraska, (308) 555-1049, echase@alumni.rouxacademy.com,2004,3.34, Fashion and Textile Design, NO
624620,Barlow, Judie, Virginia, (703) 555-5026, jbarlow@alumni.rouxacademy.com,2001,2.39, Animation, YES
829004,Alvarado, Gertrude, Washington, (425) 555-2877, galvarado@alumni.rouxacademy.com,2007,2.04, Graphic Design, NO
227962,Fisher, Alejandra, Colorado, (970) 555-6955, afisher2@alumni.rouxacademy.com,2005,3.39, Fashion and Textile Design, YES
954576,Riddle, Charlyn, Montana, (406) 555-2828, criddle@alumni.rouxacademy.com,2001,2.44, Fashion and Textile Design, YES
689481,Orr, Freda, Louisiana, (985) 555-2038, forr@alumni.rouxacademy.com,2002,2.97, Animation, YES
639659,Huber, Lakita, Texas, (361) 555-2188, lhuber@alumni.rouxacademy.com,2002,3.5, Fine Art and Visual Culture, YES
72524,Yates, Olevia, Florida, (954) 555-7543, oyates@alumni.rouxacademy.com,2007,2.38, Fine Art and Visual Culture, NO
477322,Elliott, Rodney, New Mexico, (575) 555-2905, relliott2@alumni.rouxacademy.com,2002,3.89, Fine Art and Visual Culture, YES
175178,Ferrell, Delfina, Florida, (941) 555-3123, dferrell@alumni.rouxacademy.com,2007,3.34, Fashion and Textile Design, YES
401686,Pittman, Elva, Wisconsin, (608) 555-5989, epittman@alumni.rouxacademy.com,2004,2.65, Animation, YES
951346,Nelson, Verline, Nevada, (702) 555-6333, vnelson@alumni.rouxacademy.com,2005,2.28, Animation, NO
139821,Lyons, Deann, Wisconsin, (715) 555-3534, dlyons@alumni.rouxacademy.com,2000,2.84, Animation, YES
425629,Goodman, Quiana, Missouri, (314) 555-2057, qgoodman@alumni.rouxacademy.com,2000,3.93, Photography, NO
470114,Cash, Laure, Indiana, (219) 555-1411, lcash2@alumni.rouxacademy.com,2005,3.88, Photography, NO
708701,Miles, Toni, New Jersey, (551) 555-3294, tmiles@alumni.rouxacademy.com,2003,2.94, Fashion and Textile Design, YES
255773,Juarez, Jolynn, Arkansas, (870) 555-5382, jjuarez@alumni.rouxacademy.com,2000,2.47, Fine Art and Visual Culture, YES
922290,Powers, Herman, Mississippi, (769) 555-0452, hpowers@alumni.rouxacademy.com,2011,2.71, Graphic Design, YES
468124,Ellison, Raymundo, Georgia, (678) 555-7197, rellison@alumni.rouxacademy.com,2011,2.26, Graphic Design, NO
202140,Winters, Florance, Indiana, (260) 555-1369, fwinters@alumni.rouxacademy.com,2008,3.41, Graphic Design, NO
541655,Kinney, Jeannetta, New York, (845) 555-3548, jkinney2@alumni.rouxacademy.com,2011,3.21, Photography, NO
404763,Wiggins, Rory, Illinois, (815) 555-9602, rwiggins@alumni.rouxacademy.com,2002,3.26, Graphic Design, YES
779470,Madden, Darnell, California, (626) 555-2817, dmadden@alumni.rouxacademy.com,2001,3.34, Animation, NO
353393,Gardner, Amado, California, (424) 555-0256, agardner@alumni.rouxacademy.com,2000,2.79, Graphic Design, NO
886228,Byers, Wilda, Kansas, (620) 555-0500, wbyers@alumni.rouxacademy.com,2002,3.03, Photography, NO
885738,Stanley, Shery, Nebraska, (308) 555-8750, sstanley@alumni.rouxacademy.com,2000,3.06, Photography, NO
376238,Chaney, Lottie, West Virginia, (681) 555-7038, lchaney3@alumni.rouxacademy.com,2002,2.1, Graphic Design, YES
239716,Mcgowan, Carma, Nevada, (702) 555-9561, cmcgowan@alumni.rouxacademy.com,2011,3.93, Fine Art and Visual Culture, YES
821958,Sanford, Leon, California, (858) 555-5133, lsanford@alumni.rouxacademy.com,2008,2.75, Animation, YES
207868,Henson, Theda, California, (559) 555-6087, thenson@alumni.rouxacademy.com,2002,3.11, Graphic Design, YES
648196,Blankenship, Celsa, Wisconsin, (608) 555-5052, cblankenship3@alumni.rouxacademy.com,2007,3.63, Fashion and Textile Design, YES
331586,Mckay, Stephanie, Pennsylvania, (267) 555-1775, smckay@alumni.rouxacademy.com,2005,3.38, Animation, NO
121058,Alexander, Alla, California, (760) 555-7382, aalexander3@alumni.rouxacademy.com,2009,3.31, Graphic Design, NO
541524,Ochoa, Florine, Ohio, (419) 555-5879, fochoa@alumni.rouxacademy.com,2008,2.25, Photography, NO
581276,Adkins, Kortney, Texas, (915) 555-3200, kadkins@alumni.rouxacademy.com,2007,3.13, Animation, YES
884520,Merrill, Elinor, Connecticut, (203) 555-5320, emerrill@alumni.rouxacademy.com,2005,3.41, Graphic Design, NO
674441,Lawson, Lamont, Washington, (425) 555-4394, llawson2@alumni.rouxacademy.com,2011,3.53, Graphic Design, NO
819133,Peck, Myrna, California, (310) 555-6924, mpeck@alumni.rouxacademy.com,2007,3.44, Fine Art and Visual Culture, NO
736696,Burnett, Todd, Florida, (786) 555-2331, tburnett@alumni.rouxacademy.com,2011,3.79, Animation, YES
86852,Hoffman, Kendrick, New Jersey, (201) 555-6346, khoffman@alumni.rouxacademy.com,2000,3.52, Fine Art and Visual Culture, YES
764869,Valenzuela, Sebastian, Georgia, (770) 555-3934, svalenzuela@alumni.rouxacademy.com,2006,2.62, Graphic Design, YES
492546,Conway, Fermin, Texas, (210) 555-1979, fconway@alumni.rouxacademy.com,2005,3.14, Fine Art and Visual Culture, NO
80676,Whitney, Norman, Michigan, (810) 555-7966, nwhitney@alumni.rouxacademy.com,2010,3.29, Fashion and Textile Design, NO
458680,Baird, Arthur, California, (424) 555-0922, abaird@alumni.rouxacademy.com,2002,3.25, Fine Art and Visual Culture, NO
746553,Flores, Marcene, Mississippi, (601) 555-9483, mflores2@alumni.rouxacademy.com,2004,2.29, Animation, NO
517863,Manning, Cole, Oklahoma, (580) 555-6568, cmanning@alumni.rouxacademy.com,2000,2.18, Photography, NO
806409,Compton, Sau, Georgia, (762) 555-0570, scompton@alumni.rouxacademy.com,2002,3.2, Fine Art and Visual Culture, YES
374478,Cabrera, Lindy, South Carolina, (843) 555-0569, lcabrera@alumni.rouxacademy.com,2010,3.91, Fashion and Textile Design, NO
254463,Heath, Shayna, Missouri, (314) 555-6405, sheath@alumni.rouxacademy.com,2005,2.07, Photography, NO
907360,Farley, Alexia, Vermont, (802) 555-8155, afarley@alumni.rouxacademy.com,2000,2.55, Photography, NO
549,Eaton, Fredda, Arkansas, (501) 555-4686, featon@alumni.rouxacademy.com,2007,2.53, Graphic Design, YES
800973,Graham, Thresa, Kentucky, (270) 555-3995, tgraham@alumni.rouxacademy.com,2010,3.36, Animation, NO
21392,Levy, Jin, Massachusetts, (339) 555-6194, jlevy@alumni.rouxacademy.com,2002,3.82, Fashion and Textile Design, YES
680271,Church, Jeana, New York, (929) 555-5958, jchurch@alumni.rouxacademy.com,2009,2.51, Fine Art and Visual Culture, NO
492967,Ramirez, Margot, Texas, (682) 555-9151, mramirez2@alumni.rouxacademy.com,2009,2.53, Photography, NO
676876,Bates, Napoleon, South Carolina, (843) 555-4248, nbates@alumni.rouxacademy.com,2003,2.76, Photography, YES
946005,Rodgers, Ted, Florida, (727) 555-3798, trodgers@alumni.rouxacademy.com,2008,3.42, Photography, NO
867162,Bauer, Jestine, Washington D.C., (202) 555-8053, jbauer@alumni.rouxacademy.com,2003,3.61, Fine Art and Visual Culture, NO
591926,Oneill, Nell, Michigan, (616) 555-9201, noneill@alumni.rouxacademy.com,2011,2.27, Animation, NO
372993,Garrison, Hana, Florida, (352) 555-3966, hgarrison@alumni.rouxacademy.com,2010,2.09, Graphic Design, YES
401987,Golden, Mei, Illinois, (618) 555-6706, mgolden@alumni.rouxacademy.com,2006,2.54, Graphic Design, YES
150480,Brewer, Lida, New Jersey, (856) 555-6351, lbrewer@alumni.rouxacademy.com,2004,2.19, Fine Art and Visual Culture, YES
743670,Huff, Carmina, Oklahoma, (918) 555-5318, chuff@alumni.rouxacademy.com,2008,2.97, Graphic Design, YES
619467,Alexander, Maybell, Florida, (305) 555-1189, malexander@alumni.rouxacademy.com,2011,2.94, Fine Art and Visual Culture, NO
143733,Hart, Tana, Maryland, (443) 555-8959, thart@alumni.rouxacademy.com,2000,3.59, Fine Art and Visual Culture, NO
220165,Moon, Dinorah, Texas, (432) 555-8694, dmoon@alumni.rouxacademy.com,2007,3.21, Animation, YES
41673,Norman, Lacy, Virginia, (757) 555-4066, lnorman2@alumni.rouxacademy.com,2001,2.03, Fine Art and Visual Culture, YES
909530,Mckay, Anisa, Washington, (360) 555-7953, amckay@alumni.rouxacademy.com,2007,3.76, Fine Art and Visual Culture, YES
436586,Pruitt, Clinton, New York, (716) 555-7622, cpruitt2@alumni.rouxacademy.com,2001,3.39, Fine Art and Visual Culture, YES
829589,Graham, Justina, Florida, (813) 555-0163, jgraham@alumni.rouxacademy.com,2002,3.45, Fine Art and Visual Culture, NO
760082,Combs, Kareem, California, (415) 555-1145, kcombs@alumni.rouxacademy.com,2005,2.65, Photography, NO
808293,Mcmahon, Armanda, Connecticut, (475) 555-0553, amcmahon@alumni.rouxacademy.com,2005,3.09, Graphic Design, NO
481218,Stanley, Fausto, Texas, (979) 555-5418, fstanley@alumni.rouxacademy.com,2007,3.65, Graphic Design, NO
240946,Warner, Charmain, Ohio, (513) 555-9649, cwarner@alumni.rouxacademy.com,2006,3.81, Graphic Design, NO
776646,Gill, Trenton, Kansas, (785) 555-2043, tgill@alumni.rouxacademy.com,2005,3.51, Graphic Design, YES
371040,Reed, Yung, New York, (929) 555-1612, yreed@alumni.rouxacademy.com,2011,2.8, Fine Art and Visual Culture, YES
135958,Ward, Timika, Michigan, (810) 555-3313, tward@alumni.rouxacademy.com,2003,2.91, Animation, YES
50180,Horton, Easter, California, (562) 555-0997, ehorton@alumni.rouxacademy.com,2002,3.27, Photography, YES
878883,Luna, Harold, Nebraska, (531) 555-5706, hluna2@alumni.rouxacademy.com,2003,3.66, Graphic Design, NO
369865,Gilliam, Sana, Florida, (941) 555-2803, sgilliam@alumni.rouxacademy.com,2005,2.68, Animation, YES
330049,Erickson, Savanna, Colorado, (970) 555-1883, serickson@alumni.rouxacademy.com,2011,3.52, Fine Art and Visual Culture, YES
128522,Terry, Shellie, Texas, (512) 555-7106, sterry3@alumni.rouxacademy.com,2006,2.44, Fashion and Textile Design, NO
617073,Meyers, Ivan, Wyoming, (307) 555-7557, imeyers2@alumni.rouxacademy.com,2005,3.81, Animation, YES
342749,Pennington, Tatiana, Texas, (956) 555-1153, tpennington2@alumni.rouxacademy.com,2007,2.31, Animation, NO
314826,Rios, Luis, Pennsylvania, (814) 555-1478, lrios@alumni.rouxacademy.com,2009,3.96, Fashion and Textile Design, YES
635058,Holder, Khadijah, Illinois, (630) 555-5945, kholder@alumni.rouxacademy.com,2006,2.11, Fine Art and Visual Culture, NO
86109,Waters, Buford, California, (831) 555-1806, bwaters@alumni.rouxacademy.com,2005,3.09, Fashion and Textile Design, YES
176886,Emerson, Ulysses, Texas, (281) 555-5740, uemerson@alumni.rouxacademy.com,2011,3.23, Graphic Design, YES
578466,Faulkner, Lasonya, California, (949) 555-8320, lfaulkner@alumni.rouxacademy.com,2002,3.56, Fine Art and Visual Culture, YES
681354,Rhodes, Adelia, California, (707) 555-0844, arhodes2@alumni.rouxacademy.com,2009,3.33, Animation, NO
860424,Stuart, Luis, California, (415) 555-6925, lstuart@alumni.rouxacademy.com,2009,2.34, Fashion and Textile Design, NO
892891,Calhoun, Rufus, Virginia, (804) 555-1779, rcalhoun@alumni.rouxacademy.com,2000,3.97, Graphic Design, YES
574637,Pitts, Vernita, Washington D.C., (202) 555-0659, vpitts@alumni.rouxacademy.com,2000,2.32, Photography, YES
190251,Bradshaw, Wilmer, Texas, (832) 555-5452, wbradshaw@alumni.rouxacademy.com,2002,3.49, Photography, NO
360504,Combs, Sherley, Washington, (509) 555-2554, scombs@alumni.rouxacademy.com,2000,2.69, Photography, NO
412199,Ortiz, Chia, Illinois, (618) 555-3412, cortiz2@alumni.rouxacademy.com,2007,2.64, Fashion and Textile Design, YES
170718,Burris, Leone, New York, (845) 555-9782, lburris@alumni.rouxacademy.com,2004,2.69, Photography, YES
425531,Alston, Tisa, Pennsylvania, (610) 555-1918, talston@alumni.rouxacademy.com,2000,2.66, Fashion and Textile Design, YES
374615,Morris, Leanne, Florida, (321) 555-4409, lmorris2@alumni.rouxacademy.com,2007,2.61, Animation, YES
176973,Hampton, Lorelei, Iowa, (515) 555-3131, lhampton@alumni.rouxacademy.com,2007,3.58, Fashion and Textile Design, YES
241893,Kelley, Many, Kansas, (913) 555-7370, mkelley@alumni.rouxacademy.com,2009,2.88, Graphic Design, NO
931381,Bass, Alphonso, Virginia, (571) 555-2727, abass2@alumni.rouxacademy.com,2001,3.99, Graphic Design, NO
64621,Mcmillan, Blossom, Minnesota, (612) 555-4440, bmcmillan@alumni.rouxacademy.com,2003,3.04, Fine Art and Visual Culture, YES
